"filename", "language", "JavaScript", "JavaScript JSX", "XML", "CSS", "JSON", "Markdown", "HTML", "comment", "blank", "total"
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/profile/ProfilePageUser.jsx", "JavaScript JSX", 0, 249, 0, 0, 0, 0, 0, 0, 5, 254
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/profile/ReviewSection.jsx", "JavaScript JSX", 0, 30, 0, 0, 0, 0, 0, 0, 3, 33
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/signin/SigninPage.jsx", "JavaScript JSX", 0, 181, 0, 0, 0, 0, 0, 1, 4, 186
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/signin/manager/SigninManager.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/signup/SignupPage.jsx", "JavaScript JSX", 0, 571, 0, 0, 0, 0, 0, 11, 14, 596
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/pages/signup/manager/SignupManager.js", "JavaScript", 46, 0, 0, 0, 0, 0, 0, 0, 2, 48
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/reportWebVitals.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/router/ProtectedRoute.jsx", "JavaScript JSX", 0, 6, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/router/Router.jsx", "JavaScript JSX", 0, 28, 0, 0, 0, 0, 0, 0, 3, 31
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/service/AuthService.js", "JavaScript", 45, 0, 0, 0, 0, 0, 0, 0, 5, 50
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/service/TokenService.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/setupTests.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 4, 1, 6
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/store/AddressStore.js", "JavaScript", 22026, 0, 0, 0, 0, 0, 0, 0, 1, 22027
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/utils/GetFirstWord.jsx", "JavaScript JSX", 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/utils/address/AddressUtils.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/utils/validators/AllInputValidators.js", "JavaScript", 73, 0, 0, 0, 0, 0, 0, 0, 17, 90
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/utils/validators/HandleValidation.js", "JavaScript", 30, 0, 0, 0, 0, 0, 0, 0, 3, 33
"Total", "-", 22346, 6255, 16, 47, 17982, 38, 20, 44, 501, 47249
