"filename", "language", "JavaScript", "JavaScript JSX", "XML", "CSS", "JSON", "HTML", "Markdown", "comment", "blank", "total"
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/chat/ChatMessageCard.jsx", "JavaScript JSX", 0, 65, 0, 0, 0, 0, 0, 0, 3, 68
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/chat/NoChatsSelected.jsx", "JavaScript JSX", 0, 37, 0, 0, 0, 0, 0, 0, 4, 41
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/chip/ActionChip.jsx", "JavaScript JSX", 0, 38, 0, 0, 0, 0, 0, 0, 3, 41
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/chip/PriceChip.jsx", "JavaScript JSX", 0, 31, 0, 0, 0, 0, 0, 0, 3, 34
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/chip/SkillChip.jsx", "JavaScript JSX", 0, 28, 0, 0, 0, 0, 0, 0, 3, 31
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/chip/SuccesssChip.jsx", "JavaScript JSX", 0, 31, 0, 0, 0, 0, 0, 0, 4, 35
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/chip/TypeChip.jsx", "JavaScript JSX", 0, 40, 0, 0, 0, 0, 0, 0, 4, 44
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/common/Toast.jsx", "JavaScript JSX", 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/duration/DeadlineWidget.jsx", "JavaScript JSX", 0, 66, 0, 0, 0, 0, 0, 0, 3, 69
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/duration/DurationWidget.jsx", "JavaScript JSX", 0, 68, 0, 0, 0, 0, 0, 0, 3, 71
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/education/EditEducation.jsx", "JavaScript JSX", 0, 91, 0, 0, 0, 0, 0, 0, 7, 98
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/education/EducationCard.jsx", "JavaScript JSX", 0, 70, 0, 0, 0, 0, 0, 0, 4, 74
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/experience/EditExperience.jsx", "JavaScript JSX", 0, 95, 0, 0, 0, 0, 0, 0, 7, 102
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/experience/ExperienceCard.jsx", "JavaScript JSX", 0, 74, 0, 0, 0, 0, 0, 0, 5, 79
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/job/JobDetails.jsx", "JavaScript JSX", 0, 139, 0, 0, 0, 0, 0, 0, 5, 144
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/job/JobFullCard.jsx", "JavaScript JSX", 0, 177, 0, 0, 0, 0, 0, 0, 3, 180
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/job/widget/DescriptionWidget.jsx", "JavaScript JSX", 0, 27, 0, 0, 0, 0, 0, 0, 3, 30
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/job/widget/JobDetailContentWidget.jsx", "JavaScript JSX", 0, 52, 0, 0, 0, 0, 0, 0, 3, 55
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/job/widget/ListWidget.jsx", "JavaScript JSX", 0, 45, 0, 0, 0, 0, 0, 0, 3, 48
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/notification/ContentNotification.jsx", "JavaScript JSX", 0, 70, 0, 0, 0, 0, 0, 0, 4, 74
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/notification/JobNotification.jsx", "JavaScript JSX", 0, 90, 0, 0, 0, 0, 0, 0, 4, 94
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/notification/MessageNotification.jsx", "JavaScript JSX", 0, 83, 0, 0, 0, 0, 0, 0, 4, 87
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/notification/NotificationBottomSection.jsx", "JavaScript JSX", 0, 30, 0, 0, 0, 0, 0, 0, 3, 33
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/notification/NotificationWidget.jsx", "JavaScript JSX", 0, 69, 0, 0, 0, 0, 0, 0, 3, 72
"/Users/saugatsingh/Documents/Projects/co-sphere/co-sphere-web/web/co-sphere/src/components/widget/notification/buttons/MarkAllAsReadButton.jsx", "JavaScript JSX", 0, 43, 0, 0, 0, 0, 0, 0, 3, 46
